name,twitter,followers,followees,location,link,ratio
Envirotec,@envirotecmag,2479,2435,"Glasgow, UK",https://twitter.com/envirotecmag,1.0180698151950718
Cameron Poustie,@CameronPoustie,2479,2568,"Perth, Western Australia",https://twitter.com/CameronPoustie,0.9653426791277259
Virginia Gordon,@chatsbury,2473,2646,Australia,https://twitter.com/chatsbury,0.9346182917611489
Sara Ewen,@NeckleFreck,2465,2655,Red State Hell,https://twitter.com/NeckleFreck,0.928436911487759
Social Solutions,@SocialSolutions,2463,1600,"Baltimore, MD",https://twitter.com/SocialSolutions,1.539375
greenweek,@greenweek,2460,921,Earth,https://twitter.com/greenweek,2.6710097719869705
kelly fuller,@kelfuller,2455,1329,earth,https://twitter.com/kelfuller,1.8472535741158767
Daniel Gannon,@DanielGannon,2452,2417,"Adelaide, South Australia",https://twitter.com/DanielGannon,1.014480761274307
BankTrack,@BankTrack,2451,2001,Netherlands / International,https://twitter.com/BankTrack,1.224887556221889
Marilyn Kircher,@m_kircher,2450,2977,"Columbus, Ohio",https://twitter.com/m_kircher,0.8229761504870675
GeoRed1_LFC,@Geo_LFC,2448,2014,Land Down Under,https://twitter.com/Geo_LFC,1.2154915590863953
Simone van Hattem,@simone,2447,1786,"Perth, Australia",https://twitter.com/simone,1.37010078387458
TheGreensWA,@TheGreensWA,2446,1830,"Perth, Western Australia",https://twitter.com/TheGreensWA,1.3366120218579236
Tom Clarke,@TomHRLC,2444,1342,Australia.,https://twitter.com/TomHRLC,1.821162444113264
Sacred Grounds,@Sacred_Grounds_,2440,2550,"Sydney, Australia",https://twitter.com/Sacred_Grounds_,0.9568627450980393
SE Water Australia,@southeastwater,2439,672,"Melbourne, Australia",https://twitter.com/southeastwater,3.6294642857142856
MyEnvironment Inc,@My_Environment,2437,1638,Healesville ,https://twitter.com/My_Environment,1.4877899877899878
Brad Lemon,@tyabblemons,2435,2549,"Tyabb, Victoria, Australia",https://twitter.com/tyabblemons,0.955276579050608
Solar Brokers Canada,@SolarBrokersCA,2431,968,"Toronto, Ontario",https://twitter.com/SolarBrokersCA,2.5113636363636362
EWB Australia,@EWB_Australia,2426,829,Australia,https://twitter.com/EWB_Australia,2.9264173703256935
Bakehouse Studios,@BakehouseStudio,2426,1720,Melbourne,https://twitter.com/BakehouseStudio,1.4104651162790698
Your Future Home,@yfhome,2425,1551,Australia,https://twitter.com/yfhome,1.5635074145712444
WorkingAbroad,@workingabroad,2421,2059,England,https://twitter.com/workingabroad,1.1758135016998543
FSC Australia,@FSCaustralia,2419,416,"Melbourne, Australia",https://twitter.com/FSCaustralia,5.814903846153846
GreenTraveler Guides,@greentravlguide,2419,2119,"Sausalito, CA",https://twitter.com/greentravlguide,1.141576215195847
Bayou Boogaloo,@bayouboogaloo,2411,701,New Orleans,https://twitter.com/bayouboogaloo,3.4393723252496433
Jedda The Shark,@Jedda_the_Shark,2403,763,Fraser Island,https://twitter.com/Jedda_the_Shark,3.1494102228047183
Yarra Valley Water,@YVWater,2401,810,"Melbourne, Australia",https://twitter.com/YVWater,2.9641975308641975
Ed4Conservation,@Ed4Conservation,2399,2636,"Warwickshire, England",https://twitter.com/Ed4Conservation,0.9100910470409712
Murray Hogarth,@TheWattwatcher,2398,2302,Australia,https://twitter.com/TheWattwatcher,1.0417028670721111
WomenAgainstPCa,@WomenAgainstPCa,2398,2003,"Washington, DC ",https://twitter.com/WomenAgainstPCa,1.1972041937094358
Mudd Kids,@Muddkids,2397,1198,Melbourne,https://twitter.com/Muddkids,2.0008347245409017
Di Flatt,@DiFlatt,2396,2494,www.sweetpeacharity.org,https://twitter.com/DiFlatt,0.9607056936647955
Earthwatch Australia,@Earthwatch_Aus,2396,1471,Australia,https://twitter.com/Earthwatch_Aus,1.6288239292997961
Sustainable Works,@sustainablework,2393,1057,"Santa Monica, CA",https://twitter.com/sustainablework,2.2639545884578998
FarmPlus,@FarmPlus,2388,1978,"Bathurst/Sydney, NSW",https://twitter.com/FarmPlus,1.2072800808897877
Green Renters,@greenrenters,2388,1493,"Melbourne, Australia",https://twitter.com/greenrenters,1.5994641661085063
"Kate St James, FDIA",@thedesigntimes,2385,1487,"Sydney, Australia",https://twitter.com/thedesigntimes,1.6039004707464695
Variety Queensland,@VarietyQLD,2385,2497,"Brisbane, Australia",https://twitter.com/VarietyQLD,0.9551461754104926
Jennie,@getsmartmoodle,2384,3061,Virginia - USA,https://twitter.com/getsmartmoodle,0.7788304475661548
Dr Fiona Lander,@fionalander,2383,2044,"Boston, Massachusetts",https://twitter.com/fionalander,1.1658512720156555
Imogen Ebsworth,@ImogenEbsworth,2382,1662,rarely on twitter,https://twitter.com/ImogenEbsworth,1.4332129963898916
VicCountryHour,@VicCountryHour,2381,840,Victoria!,https://twitter.com/VicCountryHour,2.8345238095238097
ReNew magazine,@ReNewmagazine,2378,466,Australia,https://twitter.com/ReNewmagazine,5.103004291845494
Sniping Dan,@DanielGulberry,2377,1802,"Perf, Dubya A",https://twitter.com/DanielGulberry,1.3190899001109877
Jason Cupitt,@JasonCupitt,2374,1519,"Tasmania, Australia",https://twitter.com/JasonCupitt,1.562870309414088
insightWORLDnews,@Polliwatch,2373,2601,Australia,https://twitter.com/Polliwatch,0.9123414071510957
Great Barrier Reef ,@BarrierReefOrg,2371,1890,"Byron Bay, NSW",https://twitter.com/BarrierReefOrg,1.2544973544973546
Bob Gosford,@bgosford,2366,2593,Neither here nor there.,https://twitter.com/bgosford,0.9124566139606634
Saatchi & Saatchi S,@saatchis_s_uk,2363,1496,San Francisco,https://twitter.com/saatchis_s_uk,1.5795454545454546
IAIA Health Section,@hiablog,2361,1507,Global,https://twitter.com/hiablog,1.5666887856668879
Water Footprints,@WaterFootprints,2359,425,Worldwide,https://twitter.com/WaterFootprints,5.550588235294118
NewSouth Books,@newsouthbook,2358,1772,"Coogee, Sydney",https://twitter.com/newsouthbook,1.3306997742663658
Fulvio Cerutti,@fulviocerutti,2353,474,Torino,https://twitter.com/fulviocerutti,4.9641350210970465
Quiet_Please,@Quiet__Please,2353,1092,check my metadata,https://twitter.com/Quiet__Please,2.1547619047619047
Fertilizers Europe,@FertilizersEuro,2351,1284,Europe,https://twitter.com/FertilizersEuro,1.8309968847352025
Luke Grange,@lukegrange,2350,2161,Melbourne,https://twitter.com/lukegrange,1.0874595094863488
Dr. Lynne De Weaver,@L_DeWeaver,2348,2577,"Lismore, NSW AUSTRALIA",https://twitter.com/L_DeWeaver,0.9111369809856422
WildlifeVillage,@WildlifeVillage,2345,1048,Worldwide,https://twitter.com/WildlifeVillage,2.2375954198473282
Nathan Lee,@NathanLee,2342,2575,"Sydney, Australia",https://twitter.com/NathanLee,0.9095145631067961
EnvironmentInstitute,@environmentinst,2342,1325,"Uni of Adelaide, Australia",https://twitter.com/environmentinst,1.7675471698113208
VLGA,@_VLGA,2339,1705,"Victoria, Australia",https://twitter.com/_VLGA,1.3718475073313783
Farm Gate Market,@TasFarmGate,2338,777,Hobart city,https://twitter.com/TasFarmGate,3.009009009009009
Jo McManus,@jofmcmanus,2338,1678,"Perth, Western Australia",https://twitter.com/jofmcmanus,1.3933253873659117
Dhitri ,@dhitri,2335,1308,"Jakarta Capital Region, Indonesia",https://twitter.com/dhitri,1.7851681957186545
Good Done Great,@gooddonegreat,2331,2357,"Charleston, Tacoma, Denver",https://twitter.com/gooddonegreat,0.9889690284259652
Stand Up For Solar,@standupforsolar,2331,1873,Canada ,https://twitter.com/standupforsolar,1.2445274959957289
Captain Turtle,@Captainturtle,2330,2421,"North Coast, NSW",https://twitter.com/Captainturtle,0.9624122263527468
Gyorgy Szimuly,@WorldWaders,2328,2063,"Milton Keynes, United Kingdom",https://twitter.com/WorldWaders,1.1284537081919535
bat_whisperer,@bat_whisperer,2328,1775,"Washington DC, USA",https://twitter.com/bat_whisperer,1.311549295774648
Australia Today,@Australia_Today,2326,2049,Australia,https://twitter.com/Australia_Today,1.1351878965348952
David Gravina,@Deskimo,2323,497,"Sydney, Australia",https://twitter.com/Deskimo,4.674044265593562
Radical Maddie,@maddiet5,2322,2553,Not Team Australia,https://twitter.com/maddiet5,0.9095182138660399
GQ Australia,@GQAust,2320,970,Australia,https://twitter.com/GQAust,2.3917525773195876
Mark Bailey MP,@MarkBaileyMP,2320,1008,"Moorooka, Queensland",https://twitter.com/MarkBaileyMP,2.3015873015873014
Good On You,@GoodOnYou_AU,2317,2535,Australia,https://twitter.com/GoodOnYou_AU,0.9140039447731756
green magazine,@green_magazine,2314,361,"Melbourne, Australia",https://twitter.com/green_magazine,6.409972299168975
Brad Pattison,@BradPPattison,2314,2215,Canada,https://twitter.com/BradPPattison,1.0446952595936794
#FreeTheArctic30 ,@FreeTheArctic30,2314,2531,*Not a Greenpeace account  ,https://twitter.com/FreeTheArctic30,0.9142631370999605
Youngcare Australia,@YoungcareOZ,2311,847,Australia,https://twitter.com/YoungcareOZ,2.728453364817001
Associations Forum,@AssocForumAU,2311,1655,Australia,https://twitter.com/AssocForumAU,1.3963746223564955
UNAA Victoria,@unaavic,2308,2118,"Victoria, Australia",https://twitter.com/unaavic,1.0897072710103872
Clive Hamilton,@CliveCHamilton,2304,472,Canberra,https://twitter.com/CliveCHamilton,4.88135593220339
Elena El Alam H.,@ElAlam_Vnz,2303,2544,,https://twitter.com/ElAlam_Vnz,0.9052672955974843
Fran Molloy,@franmolloy,2302,1711,"The Shoire, Sydney, Australia",https://twitter.com/franmolloy,1.3454120397428404
Natural Nurse,@NaturalFreak1,2290,3250,,https://twitter.com/NaturalFreak1,0.7046153846153846
The Fair Trade Times,@fairtradetimes,2288,1883,"Portland, OR, USA",https://twitter.com/fairtradetimes,1.2150823154540626
SustainabilityDrinks,@S_Drinks_Aus,2287,724,Australia,https://twitter.com/S_Drinks_Aus,3.158839779005525
Jonathon Grapsas,@jonathongrapsas,2285,1836,"Brisbane, Australia",https://twitter.com/jonathongrapsas,1.2445533769063182
Kim Chalmers,@KimChalmers78,2284,2162,Mildura,https://twitter.com/KimChalmers78,1.0564292321924145
GreenWayUp.com,@GreenWayUp,2281,2586,,https://twitter.com/GreenWayUp,0.8820572312451663
HRH Terry Australis,@AustralisTerry,2276,2098,,https://twitter.com/AustralisTerry,1.0848427073403242
Open Shed,@openshed,2273,2127,Australia,https://twitter.com/openshed,1.0686412787964268
Bentley Mills LA,@BentleyMillsLA,2270,982,Los Angeles County,https://twitter.com/BentleyMillsLA,2.3116089613034623
Red List-Ecosystem,@redlisteco,2261,2469,,https://twitter.com/redlisteco,0.91575536654516
Sprat24,@Sprat24,2259,2348,"Boulder, CO",https://twitter.com/Sprat24,0.9620954003407155
Dictate Australia,@dictates,2259,2388,Australia,https://twitter.com/dictates,0.9459798994974874
Honeybee Toys au,@honeybeetoys,2257,629,"264 Glenferrie Rd, Malvern",https://twitter.com/honeybeetoys,3.588235294117647
CLCA Insider,@CLCAInside,2253,2179,"California, USA",https://twitter.com/CLCAInside,1.0339605323542909
Tony Burton,@Tony4Place,2250,876,London,https://twitter.com/Tony4Place,2.5684931506849313
RBG Science,@rbg_science,2247,2068,"Burlington, Ontario, Canada",https://twitter.com/rbg_science,1.0865570599613152
ChildFund Australia,@ChildFundAU,2247,936,Sydney,https://twitter.com/ChildFundAU,2.4006410256410255
Evan Keith Beaver,@evcricket,2247,1790,Sunny Canberra,https://twitter.com/evcricket,1.2553072625698325
EIG Engineering,@EIGEngineering,2246,2471,Ukraine,https://twitter.com/EIGEngineering,0.9089437474706596
John Alchin,@johnalchin,2246,1434,"Sydney, New South Wales",https://twitter.com/johnalchin,1.5662482566248257
Save_the_wolves,@Save_the_wolves,2246,779, Tehran,https://twitter.com/Save_the_wolves,2.8831835686777922
QuestaGame,@QuestaGame,2242,170,Australia,https://twitter.com/QuestaGame,13.188235294117646
incognito sum,@incognitosum,2241,2457,"same planet, different world",https://twitter.com/incognitosum,0.9120879120879121
Rural Skills Aust.,@RuralSkillsAust,2241,2014,All states and territories,https://twitter.com/RuralSkillsAust,1.1127110228401191
michaelatkin,@michaelatkin,2239,1836,"Hobart, Tasmania",https://twitter.com/michaelatkin,1.2194989106753813
Guy Ballard,@DingoResearch,2239,1701,"Armidale, NSW, Australia",https://twitter.com/DingoResearch,1.3162845385067607
Australia21,@Australia_21,2238,1856,Canberra,https://twitter.com/Australia_21,1.2058189655172413
Eureka Wellness,@Eureka_Wellness,2238,2051,"Essendon, Victoria Australia",https://twitter.com/Eureka_Wellness,1.0911750365675281
MYOO,@MYOO,2234,1030,Everywhere! ,https://twitter.com/MYOO,2.1689320388349516
AFGC,@AusFoodGrocery,2234,878,"Canberra, Australia ",https://twitter.com/AusFoodGrocery,2.5444191343963554
Brachet Aline,@alinebrachet,2224,1786,Paris,https://twitter.com/alinebrachet,1.2452407614781635
The New Fuelist,@NewFuelist,2224,1243,USA,https://twitter.com/NewFuelist,1.7892196299275944
australianethical,@austethical,2220,1253,Australia,https://twitter.com/austethical,1.7717478052673583
Rosemary Nankivell,@nocsg,2220,2258,Quirindi NSW,https://twitter.com/nocsg,0.983170947741364
The Lucky Colony.,@0ccupyGoldCoast,2218,2240,Gold Coast  - Australia,https://twitter.com/0ccupyGoldCoast,0.9901785714285715
lonette mckee,@lonettemckee,2217,2393,NYC area now...,https://twitter.com/lonettemckee,0.9264521521103217
Visit Gippsland ,@visitgippsland,2216,1190,Gippsland,https://twitter.com/visitgippsland,1.8621848739495799
Sustainable Site,@sustadvice,2215,437,"Newcastle, Australia",https://twitter.com/sustadvice,5.068649885583524
Meat Free Week,@MeatFreeWeekOrg,2213,428,Sign Up,https://twitter.com/MeatFreeWeekOrg,5.170560747663552
Australian Democrats,@AusDemocrats,2212,1022,Canberra,https://twitter.com/AusDemocrats,2.164383561643836
Jennifer Wong ,@wojennifer,2210,2169,"Sydney, Australia",https://twitter.com/wojennifer,1.0189027201475334
Tech4Green,@Fujitsu_Italia,2210,920,Italy,https://twitter.com/Fujitsu_Italia,2.402173913043478
State Of Green ,@stateofgreen1,2210,2273,Worldwide,https://twitter.com/stateofgreen1,0.9722833260008799
The9Billion,@the9billion,2207,2194,Earth,https://twitter.com/the9billion,1.0059252506836829
Oscar,@Oscarthefarmer,2207,2277,North West NSW,https://twitter.com/Oscarthefarmer,0.9692577953447519
Awaken,@NITVAwaken,2202,1840,,https://twitter.com/NITVAwaken,1.1967391304347825
Aaron Magner,@aaronmagner,2199,2334,"Sydney, Australia",https://twitter.com/aaronmagner,0.9421593830334191
Cdn. Chefs' Congress,@canadachefs,2199,739,"Toronto, Canada",https://twitter.com/canadachefs,2.975642760487145
EnviroJusticeAus,@EJ_Aus,2195,1537,,https://twitter.com/EJ_Aus,1.428106701366298
EcoGeneration,@EcoGenMag,2192,848,Australia,https://twitter.com/EcoGenMag,2.5849056603773586
Andrea Angulo,@_AndreaAngulo_,2186,386,Website under construction,https://twitter.com/_AndreaAngulo_,5.66321243523316
Sydney Alliance,@sydneyalliance,2183,1608,"Sydney, Australia",https://twitter.com/sydneyalliance,1.3575870646766168
Emma Pocock,@emmaawpocock,2182,697,"Canberra, ACT",https://twitter.com/emmaawpocock,3.1305595408895264
CBM Services ,@Services_By_CBM,2181,1645,Southern California,https://twitter.com/Services_By_CBM,1.3258358662613983
Tipi Man,@windpoweruk,2179,2230,Europe,https://twitter.com/windpoweruk,0.9771300448430493
Farms Not CSG/Coal,@sydneyfireworks,2179,1126,"Sydney, Australia",https://twitter.com/sydneyfireworks,1.9351687388987566
New Energy,@PickensPlanOpp,2178,2473,Phoenix,https://twitter.com/PickensPlanOpp,0.8807116862110796
Jungle ,@flexgirl2,2178,1904,,https://twitter.com/flexgirl2,1.14390756302521
@iVote4USA,@iVote4USA,2177,2437,,https://twitter.com/iVote4USA,0.8933114485022569
Foster Hill PR ,@FosterHillPR,2175,1631,Adelaide,https://twitter.com/FosterHillPR,1.3335377069282648
Ruben Meerman,@surfnscientist,2175,1256,Australia,https://twitter.com/surfnscientist,1.731687898089172
willy bach,@willybach2011,2174,2323,"Monteverde, Costa Rica",https://twitter.com/willybach2011,0.9358588032716315
Global Voices,@globalvoicesau,2173,2112,Australia,https://twitter.com/globalvoicesau,1.0288825757575757
ecozen,@ecozen,2173,1836,"Tempe, AZ",https://twitter.com/ecozen,1.1835511982570806
Kate McCauley,@ecolibre_com,2172,882,"Macquarie University, Sydney",https://twitter.com/ecolibre_com,2.4625850340136055
Death Of The Fair Go,@chrisjoregan,2171,1121,Brisbane,https://twitter.com/chrisjoregan,1.936663693131133
Coaltopia,@Coaltopia,2169,2317,"Queensland, AU & Worldwide",https://twitter.com/Coaltopia,0.936124298662063
Land Water Future,@LandWaterFuture,2168,1056,NSW,https://twitter.com/LandWaterFuture,2.053030303030303
Tim Napier,@jstabloodyfarmr,2166,2361,"Perth, TAS, Australia",https://twitter.com/jstabloodyfarmr,0.9174078780177891
Reusable Bags Depot,@reusabledepot,2165,2284,"Denver, CO",https://twitter.com/reusabledepot,0.9478984238178634
Ajay,@AjayLack,2152,2189,Australia,https://twitter.com/AjayLack,0.983097304705345
Siobhan Toohill,@verdantflaneur,2152,2138,"Sydney, Australia",https://twitter.com/verdantflaneur,1.0065481758652948
Tim Silverwood,@timsilverwood,2150,1447,"Bondi, Australia",https://twitter.com/timsilverwood,1.4858327574291639
CrowdFunding4All,@CrowdFund4All,2146,2008,New York City,https://twitter.com/CrowdFund4All,1.0687250996015936
Caco de Paula,@Cacodepaula,2145,2273,"iPhone: -17.708771,-48.151443",https://twitter.com/Cacodepaula,0.9436867575890893
Shane Genziuk,@sgenziuk,2145,1183,Australia,https://twitter.com/sgenziuk,1.8131868131868132
Mike Millard,@RobinHood1776,2145,2329,Texas,https://twitter.com/RobinHood1776,0.9209961356805496
Ben Smith,@grooverben,2143,2358,Australia,https://twitter.com/grooverben,0.9088210347752332
I Am Yasuni,@iamyasuni,2138,1986,Ecuador,https://twitter.com/iamyasuni,1.0765357502517623
Last Chance,@lastchanceorg,2138,510,"Boston, MA",https://twitter.com/lastchanceorg,4.192156862745098
SustainabilityReport,@sustreport,2138,1462,Melbourne,https://twitter.com/sustreport,1.4623803009575924
UKYCC International,@ukyccdelegation,2133,995,"here, there and everywhere.",https://twitter.com/ukyccdelegation,2.143718592964824
Jessamy Gleeson,@jessamy_sesame,2128,2277,Melbourne,https://twitter.com/jessamy_sesame,0.9345630215195433
Bob Irwin Wildlife,@BobIrwinFund,2126,1242,Australia,https://twitter.com/BobIrwinFund,1.711755233494364
Jamie Ling,@jamie_ling,2125,2287,,https://twitter.com/jamie_ling,0.9291648447748142
Gallium LED Lighting,@GalliumLED,2123,1965,"Yucaipa, CA",https://twitter.com/GalliumLED,1.0804071246819338
Informz,@Informz,2121,1905,"Saratoga Springs, NY",https://twitter.com/Informz,1.1133858267716537
David Clendon,@DavidClendon,2121,470,"Auckland, New Zealand",https://twitter.com/DavidClendon,4.512765957446809
NationalFolkFestival,@natfolkfest,2121,1401,,https://twitter.com/natfolkfest,1.5139186295503213
VoteGlobal,@voteglobal,2119,2430,San Francisco & Geneva,https://twitter.com/voteglobal,0.8720164609053498
weADAPT,@weADAPT1,2119,1276,"Oxford, UK",https://twitter.com/weADAPT1,1.6606583072100314
Sally Whitwell,@sallywhitwell,2116,2091,"Sydney, Australia",https://twitter.com/sallywhitwell,1.0119560019129603
GoodFishBadFish,@GoodFishBadFish,2114,970,,https://twitter.com/GoodFishBadFish,2.179381443298969
AAAH,@AusAAH,2112,1461,Australia,https://twitter.com/AusAAH,1.4455852156057496
The King's Tribune,@KingsTribune,2112,1954,Melbourne Australia,https://twitter.com/KingsTribune,1.0808597748208801
eco.org,@ECOorg,2110,970,,https://twitter.com/ECOorg,2.1752577319587627
Nevada Wilderness ,@wildnevada,2110,1370,"Reno, Nevada and Las Vegas, NV",https://twitter.com/wildnevada,1.5401459854014599
Antarctica Coalition,@AntarcticaSouth,2108,2103,Washington DC & Worldwide,https://twitter.com/AntarcticaSouth,1.002377555872563
LEAN Australia,@LEANAustralia,2108,1237,Australia,https://twitter.com/LEANAustralia,1.704122877930477
FOODO,@FOODOau,2105,1969,Sydney,https://twitter.com/FOODOau,1.069070594210259
SeaShepherdCanberra,@SeaShepherdACT,2104,417,"Canberra, Australia",https://twitter.com/SeaShepherdACT,5.045563549160671
America's Charities,@AmerCharities,2104,2198,,https://twitter.com/AmerCharities,0.9572338489535942
Advanced Conversion,@AdvConversion,2103,2461,"Melbourne, Australia",https://twitter.com/AdvConversion,0.8545306785859407
Dine Green,@Dinegreen,2102,1390,Boston,https://twitter.com/Dinegreen,1.5122302158273382
kowtow,@kowtowclothing,2100,1846,Wellington NZ,https://twitter.com/kowtowclothing,1.1375947995666305
Evidentiary,@Evidentiary1,2100,2382,"Melbourne, Australia",https://twitter.com/Evidentiary1,0.8816120906801007
GR8Conf,@gr8conf,2098,1989,"Copenhagen, Denmark",https://twitter.com/gr8conf,1.0548014077425842
MOE,@MOEgovge,2097,906,Georgia,https://twitter.com/MOEgovge,2.314569536423841
The Sunrise Project,@sunriseoz,2096,646,,https://twitter.com/sunriseoz,3.2445820433436534
Spencer White,@Spenwhite23,2094,206,Melbourne,https://twitter.com/Spenwhite23,10.16504854368932
Sacred Earth Works,@SacredEarthWork,2094,2063,"Canberra & Goulburn, Australia",https://twitter.com/SacredEarthWork,1.0150266602035871
Lady Muk'd Over,@SophiaMcGrane,2093,2281,"Victor Harbor, South Australia",https://twitter.com/SophiaMcGrane,0.9175800087680842
Bush Heritage,@BushHeritageAus,2093,669,Australia,https://twitter.com/BushHeritageAus,3.1285500747384156
RouleReport,@RouleReport,2092,2252,Australia ,https://twitter.com/RouleReport,0.9289520426287744
Melb Conversations,@MelbConvo,2087,1734,Melbourne,https://twitter.com/MelbConvo,1.2035755478662054
GBR Marine Park,@gbrmarinepark,2086,560,"Queensland, Australia",https://twitter.com/gbrmarinepark,3.725
Mark White,@jmwhite2,2084,1881,Mullumbimby,https://twitter.com/jmwhite2,1.1079213184476342
DarwinLifeMag,@DarwinLifeMag,2084,1153,"Darwin, NT, Australia",https://twitter.com/DarwinLifeMag,1.8074588031222896
SMART Infrastructure,@SMART_facility,2080,784,"Uni of Wollongong, Australia",https://twitter.com/SMART_facility,2.6530612244897958
Nat Op Shop Week,@OpShopWeek,2075,2231,Australia,https://twitter.com/OpShopWeek,0.9300761990138952
Georgie Aley,@GeorgieAley,2074,1538,"Sydney, NSW",https://twitter.com/GeorgieAley,1.3485045513654097
MRC,@MRC_marine,2073,751,London,https://twitter.com/MRC_marine,2.7603195739014645
Kate Dowler,@kate_dowler,2072,1719,,https://twitter.com/kate_dowler,1.2053519488074462
Amanda Tattersall,@AmandaTatts,2072,2269,"Sydney, Australia",https://twitter.com/AmandaTatts,0.9131776112825033
Evolutionary Apps,@EvolAppl,2071,940,,https://twitter.com/EvolAppl,2.203191489361702
Luke,@troutish,2070,2231,"Perth, Australia",https://twitter.com/troutish,0.9278350515463918
Merryn Ironmonger,@raw_delights,2069,2283,Australia / UK,https://twitter.com/raw_delights,0.906263688129654
Steve Dalton,@spidie,2068,1106,"Gold Coast, Australia",https://twitter.com/spidie,1.8698010849909583
James Walker,@jamesjumbuck,2065,2114,Longreach Australia,https://twitter.com/jamesjumbuck,0.9768211920529801
Hannah,@OnlyGreenFever,2062,2322,North America,https://twitter.com/OnlyGreenFever,0.8880275624461671
Vivian Mat,@vivimat78,2062,1574,"Sydney, NSW",https://twitter.com/vivimat78,1.310038119440915
RCH Foundation,@RCH_Foundation,2056,1031,"Melbourne, Australia",https://twitter.com/RCH_Foundation,1.994180407371484
AIST,@aistbuzz,2055,618,"Melbourne, Australia",https://twitter.com/aistbuzz,3.325242718446602
lnp still hate us,@mavsmum,2055,2244,NSW,https://twitter.com/mavsmum,0.9157754010695187
Vermeera,@Vermeera,2051,2058,Illawarra,https://twitter.com/Vermeera,0.9965986394557823
Paula Grunseit,@PaulaGrunseit,2050,1992,"Sydney, Australia",https://twitter.com/PaulaGrunseit,1.0291164658634537
SallyLongson,@SallyLongson,2047,2507,"Sussex, UK",https://twitter.com/SallyLongson,0.8165137614678899
CSL,@CSLaustralia,2046,2062,"Melbourne, Sydney, Global",https://twitter.com/CSLaustralia,0.9922405431619786
Sydney Your Say,@SydneyYourSay,2044,1406,"Sydney, NSW",https://twitter.com/SydneyYourSay,1.4537695590327169
MINI Australia,@followthemini,2043,128,"Melbourne, Australia",https://twitter.com/followthemini,15.9609375
Lisa Cox,@_LisaMCox,2041,1277,"Parliament House, Canberra",https://twitter.com/_LisaMCox,1.5982772122161315
State of the Tropics,@StateOfTropics,2040,2218,,https://twitter.com/StateOfTropics,0.9197475202885482
Victoria Taylor,@VLTaylor,2040,2047,"Canberra, Australia",https://twitter.com/VLTaylor,0.9965803615046409
Miner's Choice Mag,@MinersChoice,2039,1935,South Africa,https://twitter.com/MinersChoice,1.0537467700258398
Women Donors Network,@WomenDonorsOz,2038,994,Melbourne,https://twitter.com/WomenDonorsOz,2.050301810865191
BrisStyle Inc.,@BrisStyle,2035,1327,"Brisbane, Australia",https://twitter.com/BrisStyle,1.5335342878673701
Anthony Carbines MP,@ACarbinesMP,2033,1230,"Ivanhoe, Victoria",https://twitter.com/ACarbinesMP,1.6528455284552845
Dan,@ridinghoodswolf,2030,2176,Queensland Australia,https://twitter.com/ridinghoodswolf,0.9329044117647058
Ian Lunt,@IanLuntEcology,2030,689,Australia,https://twitter.com/IanLuntEcology,2.9462989840348333
,@ShinshiroRally,2029,1819,,https://twitter.com/ShinshiroRally,1.1154480483782299
Catholic Climate Mvt,@CathClimateMvmt,2029,1041,Global,https://twitter.com/CathClimateMvmt,1.9490874159462055
Karl Mathiesen,@KarlMathiesen,2028,1310,London,https://twitter.com/KarlMathiesen,1.548091603053435
SUSTAIN Show,@SUSTAINshow,2028,2074,"Sydney, Australia",https://twitter.com/SUSTAINshow,0.9778206364513018
john nielsen,@john_nielsen,2024,1094,Denmark,https://twitter.com/john_nielsen,1.8500914076782449
FrontLineActionCoal,@FLACCoal,2023,852,"Leard State Forest, NSW",https://twitter.com/FLACCoal,2.374413145539906
Kathleen,@katwallis,2020,2128,"Queensland, Australia",https://twitter.com/katwallis,0.9492481203007519
sustainability,@silvinvest,2014,2867,UK,https://twitter.com/silvinvest,0.7024764562260203
Belinda Rowse,@Belinda_Rowse,2013,974,Straya mate,https://twitter.com/Belinda_Rowse,2.066735112936345
service.com.au,@serviceoz,2012,1587,Australia,https://twitter.com/serviceoz,1.2678008821676119
TuShare,@TuShareAus,2010,2446,,https://twitter.com/TuShareAus,0.821749795584628
Shifting Solutions,@ShiftSolutions,2009,1969,"47.604764, -122.203025",https://twitter.com/ShiftSolutions,1.0203148806500761
Christopher Swain,@SwimWithSwain,2009,2000,North America,https://twitter.com/SwimWithSwain,1.0045
ASTA,@ASTA_online,2005,837,Australia,https://twitter.com/ASTA_online,2.3954599761051374
CLARENCES,@ClarencesBar,2005,776,"566 Beaufort St, Mt Lawley",https://twitter.com/ClarencesBar,2.5837628865979383
World SolarChallenge,@wsolarchallenge,2003,147,Adelaide,https://twitter.com/wsolarchallenge,13.625850340136054
Juliet Burnett,@JulietBurnett,1999,737,Melbourne/Sydney,https://twitter.com/JulietBurnett,2.712347354138399
Nathan Paine,@pandcoz,1999,1857,Adelaide Australia,https://twitter.com/pandcoz,1.0764674205708131
Belinda Moore,@MembershipGeek,1996,543,"Brisbane, Australia",https://twitter.com/MembershipGeek,3.6758747697974217
Brisbane Institute,@BrisbaneInst,1993,939,Brisbane,https://twitter.com/BrisbaneInst,2.1224707135250265
Climate Parliament,@ClimateParl,1993,1641,Worldwide,https://twitter.com/ClimateParl,1.2145033516148689
Cool Kids Clothing,@Coolkidslabels,1989,1636,"NSW, Australia",https://twitter.com/Coolkidslabels,1.2157701711491442
