name,twitter,followers,followees,location,link,ratio
Andres ,@andreslapaz,66,329,Earth,https://twitter.com/andreslapaz,0.2006079027355623
Emma Mezma Laird,@whitecrow1987,66,476,Melbourne. Australia,https://twitter.com/whitecrow1987,0.13865546218487396
Lucinda Donaldson,@LucindaDon,66,343,"Australia, Melbourne",https://twitter.com/LucindaDon,0.1924198250728863
Green Monger,@TheGreenMonger,66,329,"New York, NY",https://twitter.com/TheGreenMonger,0.2006079027355623
RCE-MD,@RCEMD,66,84,,https://twitter.com/RCEMD,0.7857142857142857
Nicola Rae,@nicolaraesmith,66,152,Wagga Wagga,https://twitter.com/nicolaraesmith,0.4342105263157895
Margaret Hennessy,@margaretdogue,66,108,,https://twitter.com/margaretdogue,0.6111111111111112
Liberty Olds,@LibertyOlds,66,198,,https://twitter.com/LibertyOlds,0.3333333333333333
Anna Robinson,@Anna_J_Robinson,66,231,"Melbourne, Australia",https://twitter.com/Anna_J_Robinson,0.2857142857142857
Glen Holland,@aircondirect_au,66,375,Australia,https://twitter.com/aircondirect_au,0.176
LumaLED,@LumaLED,66,133,"Newcastle, Australia",https://twitter.com/LumaLED,0.49624060150375937
Peter Gerard,@PetrosKG,66,188,,https://twitter.com/PetrosKG,0.35106382978723405
Margaret Org,@money4jam,66,95,Gold Coast,https://twitter.com/money4jam,0.6947368421052632
SKMRecycling,@SKMRecycling,66,105,Australia,https://twitter.com/SKMRecycling,0.6285714285714286
Cath Murray,@candjmurray,66,59,,https://twitter.com/candjmurray,1.11864406779661
Artist & Author,@MarionFroome,66,34,Australia,https://twitter.com/MarionFroome,1.9411764705882353
enviroed4all,@enviroed4all,66,68,"Wimmera, Australia",https://twitter.com/enviroed4all,0.9705882352941176
Jackly Linda,@JacklyLinda,66,301,,https://twitter.com/JacklyLinda,0.21926910299003322
Good Concepts,@good_concepts,66,24,"West End, Brisbane",https://twitter.com/good_concepts,2.75
Mark Brown,@MrBrownideas,66,575,,https://twitter.com/MrBrownideas,0.11478260869565217
Hayley Troupe,@HayleyTroupe,65,113,Brisbane,https://twitter.com/HayleyTroupe,0.5752212389380531
WA nature photos  ,@OliverCardona,65,164,"Perth, Western Australia",https://twitter.com/OliverCardona,0.39634146341463417
Jon Womersley,@enviroaus,65,162,Brisbane,https://twitter.com/enviroaus,0.4012345679012346
Anna-Louise McCall,@Anna_MUA93,65,178,"Sydney, New South Wales",https://twitter.com/Anna_MUA93,0.3651685393258427
MiSSyGrewUp,@agrwngrl,65,421,"Melbourne, Victoria",https://twitter.com/agrwngrl,0.1543942992874109
Tony Troughton-Smith,@ttstwit,65,137,"Stalbridge, Dorset, UK",https://twitter.com/ttstwit,0.4744525547445255
Greg Johnstone,@voice4wildlife,65,191,Australia,https://twitter.com/voice4wildlife,0.3403141361256545
S00TS,@S00TS420,65,205,Syd/AU,https://twitter.com/S00TS420,0.3170731707317073
Kim,@Kim58244044,65,151,,https://twitter.com/Kim58244044,0.4304635761589404
Michael MAGGIOROS,@mmaggioros,65,374,Sydney Australia,https://twitter.com/mmaggioros,0.17379679144385027
Benjamin Howieson,@bjhsa,65,853,South Australia,https://twitter.com/bjhsa,0.07620164126611957
NM Sustainability St,@nthmelbourness,65,68,North & West Melbourne,https://twitter.com/nthmelbourness,0.9558823529411765
Glamorous & Green,@GlamorousandGre,65,221,"Melbourne, Australia",https://twitter.com/GlamorousandGre,0.29411764705882354
Kathleen Millar,@_kathleenmillar,65,598,Australia,https://twitter.com/_kathleenmillar,0.10869565217391304
Matt Joyce,@joycie777,65,525,"Melbourne, Australia",https://twitter.com/joycie777,0.12380952380952381
marcus morley,@marcusmorley,65,459,,https://twitter.com/marcusmorley,0.14161220043572983
Jaqueline Gomes,@JackieGaia,65,221,,https://twitter.com/JackieGaia,0.29411764705882354
Stef Palmer,@stef_palmer,65,222,"Brisbane, AU",https://twitter.com/stef_palmer,0.2927927927927928
Kate Stuart,@kmmstuart,65,150,Adelaide,https://twitter.com/kmmstuart,0.43333333333333335
Colin H Abbott,@jarrahdale1,65,161,Jarrahdale Western Australia,https://twitter.com/jarrahdale1,0.40372670807453415
pruebodsworth,@rhonda_woman,65,122,Newcastle,https://twitter.com/rhonda_woman,0.5327868852459017
Georgia Wolff,@geewolff,65,360,Lennox Head,https://twitter.com/geewolff,0.18055555555555555
Byron Bay Tent Hire,@byrontenthire,65,194,Byron Bay ,https://twitter.com/byrontenthire,0.33505154639175255
penguinshuffle,@penguinshuffle,65,378,,https://twitter.com/penguinshuffle,0.17195767195767195
Jeremy.,@jdkurucz,65,502,"Potts Point, NSW",https://twitter.com/jdkurucz,0.1294820717131474
Shannon Kelleher,@ShanRae92,65,311,"NSW, Australia",https://twitter.com/ShanRae92,0.2090032154340836
Solar Gold Victoria,@SolarGoldVic,65,273,"Melbourne, Australia",https://twitter.com/SolarGoldVic,0.23809523809523808
Springers Solar,@SpringersSolar,65,45,"Brisbane, QLD, Australia",https://twitter.com/SpringersSolar,1.4444444444444444
seawishbyronbay,@seawishbyronbay,65,230,Byron Bay,https://twitter.com/seawishbyronbay,0.2826086956521739
CarbonSimplicity,@CarbonWorld,65,98,Sydney Australia,https://twitter.com/CarbonWorld,0.6632653061224489
Heath Milne,@hpmilne,65,251,Kendall,https://twitter.com/hpmilne,0.2589641434262948
Jacqui Lachmann,@JacLachmann,65,104,Sydney,https://twitter.com/JacLachmann,0.625
Luke Dykes,@DykesyLuke,65,217,,https://twitter.com/DykesyLuke,0.2995391705069124
Michelle Sheather,@MSheather232,65,266,"Sydney, New South Wales",https://twitter.com/MSheather232,0.24436090225563908
Annie Ryall,@Antangible,65,432,,https://twitter.com/Antangible,0.15046296296296297
carol wood,@747683,65,166,,https://twitter.com/747683,0.39156626506024095
Rafael,@raiolfi,65,63,Sydney,https://twitter.com/raiolfi,1.0317460317460319
Rat Sac,@rat_sac,65,486,,https://twitter.com/rat_sac,0.1337448559670782
Willian Aurelio ,@WillianAurelio1,65,2001,,https://twitter.com/WillianAurelio1,0.03248375812093953
maninder,@manindersinghms,65,410,amritsar,https://twitter.com/manindersinghms,0.15853658536585366
Jessica Grant,@JessicaGrant7,65,269,Wagga Wagga,https://twitter.com/JessicaGrant7,0.241635687732342
enRICHed Pursuits,@nRICHd_Pursuits,65,159,"Melbourne, Victoria, Australia",https://twitter.com/nRICHd_Pursuits,0.4088050314465409
Daniel Nugent,@dnug,65,157,,https://twitter.com/dnug,0.4140127388535032
Jack Smith,@j_smithy,64,499,Canberra,https://twitter.com/j_smithy,0.1282565130260521
Tegan Benfield,@TeganBenfield,64,326,,https://twitter.com/TeganBenfield,0.19631901840490798
Cons Science RMIT,@ConsSciRMIT,64,65,"RMIT, Melbourne, Australia",https://twitter.com/ConsSciRMIT,0.9846153846153847
Robert,@Avalonmick,64,129,east of Manly,https://twitter.com/Avalonmick,0.49612403100775193
catherine lewis,@cmsol,64,572,,https://twitter.com/cmsol,0.11188811188811189
.,@danhaskell11,64,107,Otway Ranges,https://twitter.com/danhaskell11,0.5981308411214953
Nicolas Rakotopare,@rqko,64,165,Australia,https://twitter.com/rqko,0.3878787878787879
Keira Wang,@keirawang1,64,228,"Melbourne,Australia",https://twitter.com/keirawang1,0.2807017543859649
ecolourVIC,@ecolourVIC,64,91,Melbourne,https://twitter.com/ecolourVIC,0.7032967032967034
Tamara Kotz,@tj_kotz,64,260,,https://twitter.com/tj_kotz,0.24615384615384617
Katrin Kleemann,@katrinkleemann,64,575,"Berlin, Germany",https://twitter.com/katrinkleemann,0.11130434782608696
Hairy Faerie,@emilythedragon,64,192,,https://twitter.com/emilythedragon,0.3333333333333333
Christine Jane ,@ChrissSheppard,64,78,"Perth, Western Australia",https://twitter.com/ChrissSheppard,0.8205128205128205
Tracie Armstrong,@TracieArmstrong,64,229,Melbourne,https://twitter.com/TracieArmstrong,0.2794759825327511
Jen ,@GypsyJenK,64,218,Canberra,https://twitter.com/GypsyJenK,0.29357798165137616
Below the Smile,@BelowtheSmile,64,95,"Sequim, WA",https://twitter.com/BelowtheSmile,0.6736842105263158
c7,@7bytwo,64,438,,https://twitter.com/7bytwo,0.1461187214611872
Widia Adnin,@WidiaAdnin,64,924,Medan,https://twitter.com/WidiaAdnin,0.06926406926406926
Sarah Hegarty,@sarah_hegarty22,64,238,"Brisbane, Australia",https://twitter.com/sarah_hegarty22,0.2689075630252101
FantaseaFoundation,@FseaFoundation,64,145,Whitsundays Great Barrier Reef,https://twitter.com/FseaFoundation,0.4413793103448276
Stuart Chadwick,@stuchaddy,64,532,Yerrinbool,https://twitter.com/stuchaddy,0.12030075187969924
Liya Xu,@liyax,64,448,Sydney,https://twitter.com/liyax,0.14285714285714285
Idume O Idume,@IdumeOIdume,64,200,Nigeria,https://twitter.com/IdumeOIdume,0.32
Emily Chapman-Searle,@echapmansearle,64,135,,https://twitter.com/echapmansearle,0.4740740740740741
james keeley,@jameskeeley11,64,138,University of Western Sydney,https://twitter.com/jameskeeley11,0.463768115942029
Joanna Hofmann,@JoHofmann,64,123,"Perth, Western Australia",https://twitter.com/JoHofmann,0.5203252032520326
Sir P Garrioch,@GarriochP,64,258,,https://twitter.com/GarriochP,0.24806201550387597
PatriciaBrooks,@PatriciaCharles,64,271,,https://twitter.com/PatriciaCharles,0.23616236162361623
Matthew Sacks,@MSentry1988,64,1957,,https://twitter.com/MSentry1988,0.032703117015840576
ProteinToGo_AU,@ProteinToGo_AU,64,191,Australia,https://twitter.com/ProteinToGo_AU,0.33507853403141363
Kate Davis,@KateTDavis,64,136,Western Australia,https://twitter.com/KateTDavis,0.47058823529411764
HedleyRangeServices,@HedleyRangeVIC,64,433,South East Gippsland,https://twitter.com/HedleyRangeVIC,0.14780600461893764
Anasinin Kuzusu,@Majo13Utena,64,670,Mejicanos,https://twitter.com/Majo13Utena,0.0955223880597015
Brian Clancy,@BAC072,64,414,Rockhampton,https://twitter.com/BAC072,0.15458937198067632
Elizabeth Burrows,@Mz_Lizzy,64,533,Brisbane,https://twitter.com/Mz_Lizzy,0.1200750469043152
Energy Conservation,@energyco,64,29,Sydney; Australia,https://twitter.com/energyco,2.206896551724138
Lindsay OC,@lindsayocaff,64,231,"Manhattan, NY",https://twitter.com/lindsayocaff,0.27705627705627706
jhunbcarual,@kinajhuncarual,64,243,Ang Lagalag,https://twitter.com/kinajhuncarual,0.26337448559670784
Francesca TB,@francescatorbar,64,89,"Melbourne, Victoria",https://twitter.com/francescatorbar,0.7191011235955056
Brendan Leigh Ashby,@HMSASHBY,64,567,"Melbourne, Australia",https://twitter.com/HMSASHBY,0.1128747795414462
FrogwatchACT,@FrogwatchACT,64,63,ACT and Region,https://twitter.com/FrogwatchACT,1.0158730158730158
En Masse,@EnMasseTraining,64,114,"South Yarra, Melbourne",https://twitter.com/EnMasseTraining,0.5614035087719298
Balaji Seshadri,@Ecobalaji,64,62,Adelaide,https://twitter.com/Ecobalaji,1.032258064516129
CLC Lahore,@CLCLahore,64,128,Children Library Complex,https://twitter.com/CLCLahore,0.5
Zoe Lyons,@ZoetLyons,64,756,,https://twitter.com/ZoetLyons,0.08465608465608465
Ingrid Boland,@IngridBoland,64,299,"Sydney, Australia",https://twitter.com/IngridBoland,0.2140468227424749
Jess,@JessSamuel888,64,87,,https://twitter.com/JessSamuel888,0.735632183908046
Kenny Mizzi,@kennymizzi,64,409,"Brisbane, QLD, Australia",https://twitter.com/kennymizzi,0.15647921760391198
Danielle Tuazon,@danituazon,64,519,"Sydney, Australia",https://twitter.com/danituazon,0.1233140655105973
eabloc,@eabloc,64,1604,melbourne,https://twitter.com/eabloc,0.0399002493765586
Fitzy,@mvfitzy,64,277,,https://twitter.com/mvfitzy,0.23104693140794225
Island Arks ,@islandarks,64,298,Australia,https://twitter.com/islandarks,0.21476510067114093
Natosha Shelton,@ToshaShelton,64,492,"Ardmore, OK",https://twitter.com/ToshaShelton,0.13008130081300814
tuncay bekler,@TuncayBekler,64,2000,,https://twitter.com/TuncayBekler,0.032
David Taylor ,@vastasso,64,308,,https://twitter.com/vastasso,0.2077922077922078
No Oil Beaver,@eagercdnbeaver,64,1145,Boreal Forest,https://twitter.com/eagercdnbeaver,0.05589519650655022
Steve R,@Von_and_Toby,63,281,"Melbourne, Australia",https://twitter.com/Von_and_Toby,0.22419928825622776
Sarah Kelly,@Notforpixies,63,371,Melbourne,https://twitter.com/Notforpixies,0.16981132075471697
Zhenfa Australia,@ZhenfaAustralia,63,115,Sydney,https://twitter.com/ZhenfaAustralia,0.5478260869565217
Becks,@becksternt,63,685,Australia,https://twitter.com/becksternt,0.09197080291970802
Electric Express,@elect_express,63,222,Sydney,https://twitter.com/elect_express,0.28378378378378377
Jacqui Young,@JacquiYoung74,63,122,,https://twitter.com/JacquiYoung74,0.5163934426229508
Klara(Smetana)Lukas,@kinkyink77,63,239,Australia,https://twitter.com/kinkyink77,0.26359832635983266
Carlie Devine,@CarlieDevine,63,195,Tasmania,https://twitter.com/CarlieDevine,0.3230769230769231
Lavanna,@lavantje,63,391,Canberra... Melbourne... Space,https://twitter.com/lavantje,0.16112531969309463
Kerrie,@Kerrie70731100,63,446,,https://twitter.com/Kerrie70731100,0.1412556053811659
Tri Cascade,@TriCascade,63,181,"Newport Beach, CA",https://twitter.com/TriCascade,0.34806629834254144
SydPropertyInvestors,@sydneypropertys,63,315,Sydney,https://twitter.com/sydneypropertys,0.2
Lonsdale Moon,@LonsdaleMoon,63,286,"Queensland, Australia",https://twitter.com/LonsdaleMoon,0.2202797202797203
Veronica Joyce Eco,@vjbecohearts,63,282,Australia,https://twitter.com/vjbecohearts,0.22340425531914893
24 House New Norfolk,@2PearsonSt,63,346,"Tasmania, Australia",https://twitter.com/2PearsonSt,0.18208092485549132
aprilonsafari,@aprilonsafari,63,288,,https://twitter.com/aprilonsafari,0.21875
Sandhya Lal,@S_a_n_d_h_y_a,63,322,,https://twitter.com/S_a_n_d_h_y_a,0.1956521739130435
Steven Wall,@Backahast,63,114,"Hampshire, England",https://twitter.com/Backahast,0.5526315789473685
Kim Ingles,@kimingles,63,173,"Melbourne, Australia",https://twitter.com/kimingles,0.36416184971098264
Karin Mller,@KarinN_Muller,63,370,,https://twitter.com/KarinN_Muller,0.17027027027027028
Alice Clarke,@clarke_alice,63,345,,https://twitter.com/clarke_alice,0.1826086956521739
Ana_Kan,@ana_kan_,63,437,Australia,https://twitter.com/ana_kan_,0.14416475972540047
Melanie,@melanine,63,258,Melbourne ,https://twitter.com/melanine,0.2441860465116279
Tess Marie,@Tesmarie14,63,903,,https://twitter.com/Tesmarie14,0.06976744186046512
No Worries Wifi,@noworrieswifi,63,22,"Redfern, Sydney, Australia",https://twitter.com/noworrieswifi,2.8636363636363638
Paul Williams,@Paul_Wi_9894825,63,672,THE TARDIS.,https://twitter.com/Paul_Wi_9894825,0.09375
David F Brown Jr,@tqcbrown,63,294,,https://twitter.com/tqcbrown,0.21428571428571427
Arthy Chokes,@arthychokes,63,347,,https://twitter.com/arthychokes,0.18155619596541786
Kristin Li,@ApeGripe38,63,235,"Mililani Town, Hawaii",https://twitter.com/ApeGripe38,0.2680851063829787
Rond,@Rondkensington,63,541,,https://twitter.com/Rondkensington,0.11645101663585952
natarsha.woods,@NwoodsWoods,63,96,Wheatbelt WA,https://twitter.com/NwoodsWoods,0.65625
James McGuire,@mcguire_au,63,814,Sydney AU,https://twitter.com/mcguire_au,0.0773955773955774
policyshift,@policy_SHIFT,63,273,,https://twitter.com/policy_SHIFT,0.23076923076923078
James Lee,@JKyL5,63,189,"Sydney, New South Wales",https://twitter.com/JKyL5,0.3333333333333333
Lisa Rankin,@LisaJayneRankin,63,90,Melbourne,https://twitter.com/LisaJayneRankin,0.7
Janelle Stromiloff,@jan_65,63,400,Australia,https://twitter.com/jan_65,0.1575
Natalie Horton,@nat_k345,63,526,Phuket,https://twitter.com/nat_k345,0.11977186311787072
Franziska Curran,@FranziskaCurran,63,197,University of Queensland,https://twitter.com/FranziskaCurran,0.3197969543147208
Rowan Schindler,@RopoSchindler,63,226,,https://twitter.com/RopoSchindler,0.27876106194690264
Animal Lover,@AnimalLover000,63,155,Australia,https://twitter.com/AnimalLover000,0.4064516129032258
Jennifer Strauss,@jstr0036,63,134,"Melbourne, Australia",https://twitter.com/jstr0036,0.4701492537313433
Ruth Dante,@ruthdante,62,914,,https://twitter.com/ruthdante,0.06783369803063458
Olivia,@oliviakt,62,278,"Melbourne, Australia",https://twitter.com/oliviakt,0.22302158273381295
Umweltfilm ,@yellowcakefilm,62,89,Berlin,https://twitter.com/yellowcakefilm,0.6966292134831461
Angel Frost,@ajc_old,62,202,Brisbane,https://twitter.com/ajc_old,0.3069306930693069
David,@davidkisby,62,214,"Brisbane, QLD",https://twitter.com/davidkisby,0.2897196261682243
Aust Energy Group,@AEGSolar,62,190,Australia,https://twitter.com/AEGSolar,0.3263157894736842
Hannah Bevis,@hannah_bevis,62,206,"Melbourne, Australia",https://twitter.com/hannah_bevis,0.30097087378640774
Bian Corazon,@BianCorazon,62,378,Nairobi,https://twitter.com/BianCorazon,0.164021164021164
Dylan,@Dylan1913,62,272,Space-time Continuum,https://twitter.com/Dylan1913,0.22794117647058823
CLEAR as Blog,@CLEARasBlog,62,70,Australia,https://twitter.com/CLEARasBlog,0.8857142857142857
Rani's Fire ,@ranisfire,62,212,"Sydney, Australia",https://twitter.com/ranisfire,0.29245283018867924
Kate Garland,@Kate_Garland,62,140,Brisbane Australia ,https://twitter.com/Kate_Garland,0.44285714285714284
Montville Coffee,@montvillecoffee,62,96,Montville,https://twitter.com/montvillecoffee,0.6458333333333334
Cecile TheTall,@GreenPops,62,242,Paris then Melbourne,https://twitter.com/GreenPops,0.256198347107438
Sian Hope,@sian_hope,62,324,,https://twitter.com/sian_hope,0.19135802469135801
Alexandra Garzon,@dragonalex2011,62,139,,https://twitter.com/dragonalex2011,0.4460431654676259
Mohammad Saeed,@Saeed73,62,1184,Islamabadain,https://twitter.com/Saeed73,0.052364864864864864
Pecan Lighting,@PecanLighting,62,256,Victoria,https://twitter.com/PecanLighting,0.2421875
Baby Raffy,@RaffyCama,62,219,Sydney Australia,https://twitter.com/RaffyCama,0.2831050228310502
Scott Bremner,@ESFBremner,62,183,"Sydney, Australia",https://twitter.com/ESFBremner,0.33879781420765026
Luke Mutton,@Sunkland,62,220,,https://twitter.com/Sunkland,0.2818181818181818
belinda t,@btangyy,62,131,,https://twitter.com/btangyy,0.4732824427480916
Ragunath,@Ragunathmariner,62,752,Salem ,https://twitter.com/Ragunathmariner,0.08244680851063829
Gregory Olsen,@GJOESQ,62,148,"Booker Bay, NSW, Australia",https://twitter.com/GJOESQ,0.4189189189189189
Friends of Merri,@FriendsOfMerri,62,127,"Warrnambool, Victoria",https://twitter.com/FriendsOfMerri,0.4881889763779528
Murray Mallee LAP,@MurrayMalleeLAP,62,45,,https://twitter.com/MurrayMalleeLAP,1.3777777777777778
Liddleli,@GreenerOZ,62,53,Sydney,https://twitter.com/GreenerOZ,1.169811320754717
UpSide Down Under,@TheUpSideDU,62,92,,https://twitter.com/TheUpSideDU,0.6739130434782609
Tiffany Harrison,@TiffKHarrison,62,77,Melbourne,https://twitter.com/TiffKHarrison,0.8051948051948052
SustainCentral,@SustainCentral,62,112,,https://twitter.com/SustainCentral,0.5535714285714286
Politics and Youth,@Politics_youth_,62,710,worldwide ,https://twitter.com/Politics_youth_,0.08732394366197183
Tiga Bu,@tiga_bu,62,261,"Abhaln, Australie",https://twitter.com/tiga_bu,0.23754789272030652
Marielle Le Ruez,@mariellelr,62,510,,https://twitter.com/mariellelr,0.12156862745098039
BB,@Boysooo,62,364,Australia,https://twitter.com/Boysooo,0.17032967032967034
John Burke,@gazouillement99,62,110,,https://twitter.com/gazouillement99,0.5636363636363636
Pa Rien,@patr1ceo,62,144,,https://twitter.com/patr1ceo,0.4305555555555556
ESG Asia Pacific,@esgchat,62,204,Australia/New Zealand,https://twitter.com/esgchat,0.30392156862745096
CFSGAM,@cfsgam,62,229,,https://twitter.com/cfsgam,0.27074235807860264
phil mccullough,@phil_ceo,62,65,Toowoomba,https://twitter.com/phil_ceo,0.9538461538461539
Matt Brennan,@MattFBrennan,62,96,,https://twitter.com/MattFBrennan,0.6458333333333334
John Boman,@iamboman,62,257,"Sunshine Coast, Qld, Australia",https://twitter.com/iamboman,0.24124513618677043
Veronica Fortune,@FortuneVeronica,62,345,"Canberra, ACT",https://twitter.com/FortuneVeronica,0.17971014492753623
fieks,@fieks,62,31,Sydney,https://twitter.com/fieks,2.0
Money Garden,@FreeKenyaFound,62,194,"Nyanza ,Kenya",https://twitter.com/FreeKenyaFound,0.31958762886597936
k99,@k99zo,62,418,Australia,https://twitter.com/k99zo,0.14832535885167464
Cat ,@Cealc_catte,62,333,"Perth, Western Australia",https://twitter.com/Cealc_catte,0.18618618618618618
UTSThinkGreenDo,@UTSThinkGreenDo,61,58,"Uni of Technology, Sydney",https://twitter.com/UTSThinkGreenDo,1.0517241379310345
Jo Horsley,@josiethexplorer,61,208,,https://twitter.com/josiethexplorer,0.2932692307692308
Re Loved Couture,@relovedcouture,61,124,"Melbourne, Australia",https://twitter.com/relovedcouture,0.49193548387096775
Niamh Quinn,@niamhnichuinn,61,288,Ireland,https://twitter.com/niamhnichuinn,0.21180555555555555
Doug Humann AM,@doughumann,61,39,Australia,https://twitter.com/doughumann,1.564102564102564
Rachel Harper,@rachellharper,61,164,"Melbourne, Australia",https://twitter.com/rachellharper,0.3719512195121951
Orsay,@xxorsayxx,61,503,,https://twitter.com/xxorsayxx,0.12127236580516898
Ivan,@Ivnka21_,61,785,INDONESIA,https://twitter.com/Ivnka21_,0.07770700636942675
Chris Kellie,@proCHRIStinator,61,129,"Brisbane, AU",https://twitter.com/proCHRIStinator,0.4728682170542636
Olive Ribbon,@OliveRibbons,61,316,,https://twitter.com/OliveRibbons,0.1930379746835443
Freedom Earth,@freedomearth1,61,306,The Earth,https://twitter.com/freedomearth1,0.19934640522875818
Libby Bedford,@libbybedford,61,291,"Sydney, Australia",https://twitter.com/libbybedford,0.20962199312714777
Vanessa Clothier,@vjclothier,61,1010,,https://twitter.com/vjclothier,0.060396039603960394
Georgia Narayan,@TheGeorgiaShow,61,254,Knoxville TN,https://twitter.com/TheGeorgiaShow,0.24015748031496062
What's The Big Idea,@bigthoughts,61,96,Sydney Australia,https://twitter.com/bigthoughts,0.6354166666666666
The Changesmiths,@TheChangesmiths,61,232,,https://twitter.com/TheChangesmiths,0.2629310344827586
Riddells Creek SG,@RiddellscreekSG,61,111,,https://twitter.com/RiddellscreekSG,0.5495495495495496
Kelly Walsh,@kellywelly23,61,81,,https://twitter.com/kellywelly23,0.7530864197530864
Liz Haywood,@DrGloriana,61,1105,,https://twitter.com/DrGloriana,0.05520361990950226
Suzannah Laborie,@blissfulzannah,61,125,Australia,https://twitter.com/blissfulzannah,0.488
Leba Cama,@Leba_xx,61,805,,https://twitter.com/Leba_xx,0.07577639751552795
Annie Tong,@tong_annie,61,256,"Sydney, New South Wales",https://twitter.com/tong_annie,0.23828125
iPolicy.com.au,@iPolicyCo,61,577,Australia,https://twitter.com/iPolicyCo,0.10571923743500866
JAEMC,@jandaemc,61,229,Japan,https://twitter.com/jandaemc,0.2663755458515284
Pamela S-Baxter,@pomaussi,61,450,,https://twitter.com/pomaussi,0.13555555555555557
Aeronergy ,@Aeronergy,61,146,"Sydney, Australia ",https://twitter.com/Aeronergy,0.4178082191780822
LoveAll HelpAll,@LAHAFoundation,61,259,Global,https://twitter.com/LAHAFoundation,0.23552123552123552
earth sprite,@alanajaimountai,61,200,melbourne,https://twitter.com/alanajaimountai,0.305
Rencon Forestry,@RenconForestry,61,108,Australia,https://twitter.com/RenconForestry,0.5648148148148148
bronwyn  Potter ,@potterbronwyn,61,350,,https://twitter.com/potterbronwyn,0.1742857142857143
caique_bueno,@caique_bueno,61,234,"Whitsundays,QLD - Australia",https://twitter.com/caique_bueno,0.2606837606837607
Micah Demmert,@micahdemm,61,176,ballarat,https://twitter.com/micahdemm,0.3465909090909091
Frances Myles,@FrancesMyles,61,185,Suffolk,https://twitter.com/FrancesMyles,0.32972972972972975
Save Warrawong,@savewarrawong,61,160,South Australia,https://twitter.com/savewarrawong,0.38125
Winston Storer,@dr_aztek,61,283,Earth,https://twitter.com/dr_aztek,0.21554770318021202
calyxes,@calyxes,61,704,"Sydney, NSW",https://twitter.com/calyxes,0.08664772727272728
This Fish.,@ThisFish_,61,281,"Melbourne, Australia ",https://twitter.com/ThisFish_,0.21708185053380782
Georgia de Salis,@gde_sal,61,192,,https://twitter.com/gde_sal,0.3177083333333333
Mary Trudzik,@trudzik_mary,61,494,,https://twitter.com/trudzik_mary,0.12348178137651822
ms tracker 3,@mstracker3,61,376,,https://twitter.com/mstracker3,0.1622340425531915
Khairulanam Kalam,@AnamKalam,61,1353,169/1 Shantinagar. Bangladesh,https://twitter.com/AnamKalam,0.0450849963045085
marlon kamagi,@markcenter,60,125,manado,https://twitter.com/markcenter,0.48
eMAST ,@eMAST_aus,60,100,Sydney NSW 2109,https://twitter.com/eMAST_aus,0.6
Adopt a Water Pump,@AdoptaWaterPump,60,525,Dominican Republic,https://twitter.com/AdoptaWaterPump,0.11428571428571428
Brendon Levot,@levot02,60,287,"Sydney, Australia",https://twitter.com/levot02,0.20905923344947736
UQ Biology Programs,@UQBiology,60,170,"Brisbane, Queensland AUSTRALIA",https://twitter.com/UQBiology,0.35294117647058826
Frances Shelley Law,@Flawart,60,275,,https://twitter.com/Flawart,0.21818181818181817
APY Land Management,@apylandmanage,60,84,Remote north South Australia,https://twitter.com/apylandmanage,0.7142857142857143
Marine Centre,@fcmcoe,60,242,Fraser Coast,https://twitter.com/fcmcoe,0.24793388429752067
Moises Levy,@levy1943,60,1655,,https://twitter.com/levy1943,0.03625377643504532
Digital Agency,@d1g1talagency,60,515,"Cygnet, Tasmania",https://twitter.com/d1g1talagency,0.11650485436893204
Elizabeth Ellames,@LivingAttribute,60,128,"Adelaide, South Australia",https://twitter.com/LivingAttribute,0.46875
My Fox Australia,@MyFoxAu,60,454,"Sydney, Australia",https://twitter.com/MyFoxAu,0.13215859030837004
Kim Cotton,@Kimbacotton,60,77,Australia,https://twitter.com/Kimbacotton,0.7792207792207793
Emily McLaughlin,@EmilyFat,60,101,Greece,https://twitter.com/EmilyFat,0.594059405940594
Dee Park ,@Rights2Us,60,77,,https://twitter.com/Rights2Us,0.7792207792207793
Strath Ck Landcare,@StrathCreekLG,60,141,"Victoria, Australia",https://twitter.com/StrathCreekLG,0.425531914893617
Pinar Genc,@GencPinz,60,275,,https://twitter.com/GencPinz,0.21818181818181817
Adrian Odorisio,@adrianodorisio,60,516,,https://twitter.com/adrianodorisio,0.11627906976744186
Joshua Cram,@joshuascram,60,473,Blackheath,https://twitter.com/joshuascram,0.12684989429175475
Eszter Krasznai,@esztikki,60,328,"Cambridge, England",https://twitter.com/esztikki,0.18292682926829268
Ged McCarthy,@Ged_McCarthy,60,136,areca.org.au,https://twitter.com/Ged_McCarthy,0.4411764705882353
Arkadia,@Arkadia2012,60,533,,https://twitter.com/Arkadia2012,0.1125703564727955
Clare,@clare_trudy,60,223,Melbourne,https://twitter.com/clare_trudy,0.26905829596412556
thiago pizzuto,@thiagopizzuto,60,118,,https://twitter.com/thiagopizzuto,0.5084745762711864
Nick Burgess,@nickburgess,60,121,Australia,https://twitter.com/nickburgess,0.49586776859504134
CED,@ced_org,60,585,Somalia,https://twitter.com/ced_org,0.10256410256410256
A Madden,@SlimLid,60,179,,https://twitter.com/SlimLid,0.33519553072625696
Nigel Morris,@nigemorris_,60,265,"Sydney, New South Wales",https://twitter.com/nigemorris_,0.22641509433962265
Nikki Scott,@JanelNikki,60,181,Albury,https://twitter.com/JanelNikki,0.3314917127071823
